Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Paradise Dam improvement project - planning and enabling works,Wide Bay,"313,300","113,658","109,624","90,018",,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Lower Burdekin rising groundwater mitigation project ,Townsville,"18,874","2,759","6,000","10,115",,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Eungella Water Pipeline (stage 3),Mackay - Isaac - Whitsunday,"12,344","8,095","4,249",N/A,-21.13917,148.38639
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Burdekin Falls Dam raising and improvement project – planning and investigatory works,Townsville,"161,800","73,957","73,914","13,929",-20.63915,147.13914
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Rocklea laboratory facility upgrade,Brisbane - South,"21,907","6,758","10,000","5,149",-27.54412,153.00889
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Other dam improvement projects - planning,Central Queensland,"8,000",N/A,"8,000",N/A,,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Burdekin Moranbah Pipeline - pumping reliability improvement project,Mackay - Isaac - Whitsunday,"34,292","3,224","6,000","25,068",-21.072027,147.79909
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Right of use leased assets,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"2,107",Ongoing,,
Resources,Department of Resources,"Property, Plant and Equipment",,,,Stock route network,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,900,Ongoing,,
Resources,Department of Resources,"Property, Plant and Equipment",,,,"Other property, plant and equipment ","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"6,406",Ongoing,,
Resources,Department of Resources,"Property, Plant and Equipment",,,,Systems development,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"8,881",Ongoing,,
Resources,Department of Resources,"Property, Plant and Equipment",,,,Abandoned Mine Lands Program,"Townsville,Queensland - Outback,Cairns","4,170",100,"2,920","1,150",,
Resources,Department of Resources,Capital Grant,,,,Adam's Beach camping amenities,Brisbane - East,500,N/A,500,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,"Property, Plant and Equipment",,,,State development area property management,Central Queensland,200,150,50,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,"Property, Plant and Equipment",,,,Gladstone State Development Area acquisitions,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","1,424",N/A,"1,424",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,"Property, Plant and Equipment",,,,Callide Infrastructure Corridor,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",799,N/A,799,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,"Property, Plant and Equipment",,,,Brisbane 2032 Olympic and Paralympic Games Minor Venues Program,Brisbane - East,"256,500",100,"6,553","249,847",-27.51232705,153.1460132
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Southport Spit,Gold Coast,"26,572","21,927","4,502",143,-27.937367,153.427644
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Community Infrastructure Investment Partnership,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","15,000","8,237","2,363","4,400",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Regional Recovery Partnerships Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","20,225","9,794","10,431",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Resources Community Infrastructure Fund,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","218,200","66,035","47,000","105,165",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Building our Regions (Rounds 1-5),"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","329,609","317,609","12,000",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Industry Partnership Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","156,800","10,800","12,334","133,666",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Modern Manufacturing Initiative,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","41,700","4,000","13,500","24,200",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Recycling Modernisation Fund,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","82,226","9,467","41,565","31,194",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Barcaldine Renewable Energy Zone,Queensland - Outback,"7,000",N/A,"5,000","2,000",-23.55366,145.31852
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Kangaroo Point Green Bridge,Brisbane Inner City,"63,200","51,600","11,600",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,South East Queensland Liveability Fund,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","200,000",N/A,"85,000","115,000",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Growth Area Compact,Moreton Bay - South,"100,000",N/A,"15,000","85,000",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Smart Region Digital Plan,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",500,300,200,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Loganlea - Meadowbrook Infrastructure,Logan - Beaudesert,"40,000","5,000","21,600","13,400",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Bromelton State Area Development Area Business Case,Gold Coast,"4,500",N/A,"3,250","1,250",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Planning for Future Region-Shaping Infrastructure,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","4,000",500,"3,500",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Road Safety Mapping,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",110,N/A,110,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Haughton Pipeline Project (Stage 2),Townsville,"195,000","127,500","63,500","4,000",-19.686952,147.078968
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Queensland Battery Industry Development Strategy,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","1,730","1,200",530,N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Lansdown Eco-Industrial Precinct,Townsville,"34,000","20,031","13,969",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Cairns Marine Precinct Shipyards,Cairns,"4,000","1,600","2,400",N/A,-16.938,145.774
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,National Battery Testing Centre,Brisbane - North,"10,000",N/A,"6,500","3,500",-27.38671,153.08348
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Translational Manufacturing facility at the Translational Research Institute,Brisbane - South,"73,900","9,500","37,483","26,917",-27.499,153.031
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Emerging Hydrogen Industry,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","23,135","2,985","5,134","15,016",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Queensland Battery Industry Strategy Implementation,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","80,000",N/A,"25,000","55,000",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Local Digital Priority Projects,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","50,000",N/A,"25,000","25,000",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Public Art Initiatives,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","10,000",N/A,"10,000",N/A,,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Toowoomba Railway Parklands,Toowoomba,"20,000",N/A,"7,000","13,000",,
State Development and Infrastructure,Department of State Development and Infrastructure,Capital Grant,,,,Green Urban Infrastructure,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","10,000",,"10,000",N/A,,
