Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Hervey Bay replacement police facility,Wide Bay,"28,000",150,"1,000","26,850",-25.28621168,152.853918
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Longreach replacement police facility,Queensland - Outback,"13,800",19,"1,081","12,700",-23.44167,144.250987
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Mount Isa new residential accommodation,Queensland - Outback,"5,750",232,"5,518",N/A,-20.72926,139.491367
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Palm Island multi-agency community safety facility,Townsville,"18,000",100,200,"17,700",-18.734699,146.577744
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Proserpine replacement police facility,Mackay - Isaac - Whitsunday,"7,600",511,"5,989","1,100",-20.401036,148.58124
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Rainbow Beach replacement police facility,Wide Bay,"2,300",50,500,"1,750",-25.907136,153.084682
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Winton replacement police facility,Queensland - Outback,"4,600",57,500,"4,043",-22.388262,143.045506
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Land,,,Land acquisition,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"2,603",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Air conditioning plant replacement program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"4,000",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Closed circuit camera upgrades in various police facilities,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"1,500",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Minor works,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"10,350",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,New and replacement vehicles,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"47,682",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Queensland Ambulance Service information systems development,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"3,250",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Queensland Fire Department information and communications systems and equipment,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"2,828",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Information and communication technology,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"16,877",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Public Safety Network,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"18,124",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Mobile capability,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"2,720",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Aircraft Maintenance,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"1,200",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Camera Detected Offence Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"14,567",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Police vessel management program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"16,005",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Other plant and equipment,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"11,692",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Aircraft Capability Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","146,301","68,089","78,212",N/A,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Marine Rescue Queensland,,Marine Rescue Vessel Replacement Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"7,064",Ongoing,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Bundaberg police facility upgrade,Wide Bay,"20,000",N/A,100,"19,900",-24.86912,152.33922
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Wacol Youth Remand Facility,Ipswich,"260,500","60,500","200,000",N/A,-27.594294,152.91599
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Police Aerial Support Capability - POLAIR SEQ,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","124,599",N/A,"124,599",N/A,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Plant and Equipment,Police and Community Safety,,Aviation Capability - Remotely Piloted Aircraft System,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","2,289",189,"2,100",N/A,,
Queensland Police Service,Queensland Police Service,"Property, Plant and Equipment",Buildings,General Works,,Watchhouse Modernisation Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","2,500",N/A,"2,500",N/A,,
Queensland Police Service,Queensland Police Service,Capital Grant,Police and Community Safety,,,PCYC Caloundra,Sunshine Coast,"15,000",N/A,"15,000",N/A,,
Queensland Police Service,Queensland Police Service,Capital Grant,Police and Community Safety,,,PCYC Redcliffe,Moreton Bay - North,"2,000",N/A,"2,000",N/A,-27.2202,153.09109
Queensland Police Service,Queensland Police Service,Capital Grant,State Emergency Service,,,State Emergency Service capital grants,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","3,786",N/A,"3,786",N/A,,
Queensland Treasury,Queensland Treasury,"Property, Plant and Equipment",,,,Queensland Resources Common User Facility,Townsville,"63,287","4,747","40,978","17,562",-19.31456109,146.8423922
Queensland Treasury,Queensland Treasury,Capital Grant,,,,Queensland First Home Owners' Grant,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"154,756",Ongoing,,
Queensland Treasury,Queensland Treasury,Capital Grant,,,,Gympie Road Bypass voluntary land acquisitions,Brisbane - North,N/A,N/A,,Ongoing,,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water","Property, Plant and Equipment",,,,"Other property, plant and equipment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"3,500",Ongoing,,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Southern Downs Drought Resilience Package,Darling Downs - Maranoa,"7,640","5,730","1,910",N/A,-28.2259,152.00645
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Building our Regions (Round 6),"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","70,000","33,889","16,111","20,000",,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Mount Morgan Pipeline,Central Queensland,"70,350","41,500","26,350","2,500",-23.38240401,150.5140698
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Fish-friendly water extraction project: Condamine-Balonne and Border Rivers,Darling Downs - Maranoa,"6,774","5,351",704,719,-27.8711,151.6384
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Southern Downs smart reticulation and network monitoring,Darling Downs - Maranoa,"8,500","3,400","2,975","2,125",-28.21452087,152.034497
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Toowoomba water treatment to four communities,Toowoomba,"15,000","5,250","6,000","3,750",,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Made in Queensland,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","121,500","75,875","34,719","10,906",,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Manufacturing Hub Grant Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","33,500","21,647","11,256",597,,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Ayr Water Treatment Plant (Stage 1),Townsville,"33,444","10,033","20,067","3,344",-19.5817,147.3915
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Lansdown Eco-Industrial Estate Precinct,Townsville,"26,000",N/A,"15,250","10,750",-19.27384,146.80815
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Great Artesian Basin Industry Partnership Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","9,000","5,000","2,000","2,000",,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,ReMade in Queensland,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","10,000",N/A,"6,000","4,000",,
"Regional Development, Manufacturing and Water","Department of Regional Development, Manufacturing and Water",Capital Grant,,,,Great Artesian Basin Water Security Program ,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","32,000",N/A,"3,829","28,171",,
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Fitzroy to Gladstone Pipeline,Central Queensland,"983,000","591,646","311,094","80,260",,
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Program of smaller capital works projects,Central Queensland,N/A,N/A,"2,724",Ongoing,-23.8445,151.25679
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Right of use lease assets,Central Queensland,N/A,N/A,"1,565",Ongoing,-24.068629,151.310579
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Awoonga Dam pipeline remediation,Central Queensland,"2,241","1,265",976,N/A,-24.068244,151.30887
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Awoonga Dam improvement project - planning,Central Queensland,"9,796","8,200","1,596",N/A,-24.068244,151.30887
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,East End Pipeline replacement,Central Queensland,"9,919","4,409","5,510",N/A,-23.850738,151.086056
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Golegumma pipeline replacement,Central Queensland,"5,112",664,"3,200","1,248",-24.045575,151.31967
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Queensland Alumina Limited raw water pipeline replacement,Central Queensland,"9,005",570,"4,269","4,166",-23.871184,151.292164
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Awoonga Dam solar farm,Central Queensland,"4,200",775,"3,425",N/A,-24.065264,151.309414
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,"Raw water pipeline, Glen Eden and Moura rail reline",Central Queensland,"2,812","1,812","1,000",N/A,-23.894727,151.277511
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Hydrogen short term capital program - planning,Central Queensland,"9,960",100,"5,860","4,000",-23.845229,151.079041
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Aldoga raw water pump station and pipeline,Central Queensland,"10,130",150,"5,482","4,498",-23.817097,151.145016
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Boyne Island raw and potable water pipeline replacements,Central Queensland,"12,626",126,"4,330","8,170",-23.927161,151.322497
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Flowmeter replacement,Central Queensland,"2,711","1,517","1,194",N/A,,
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,Benaraby Creek Main Crossing potable water pipeline replacement,Central Queensland,"1,320",20,"1,300",N/A,-24.006529,151.297778
"Regional Development, Manufacturing and Water",Gladstone Area Water Board,"Property, Plant and Equipment",,,,South-tree Bridge cathodic protection installation,Central Queensland,"1,948",46,"1,299",603,-23.938216,151.292091
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Fred Haigh pump station electro-mechanical overhaul,Queensland - Outback,"12,400","12,010",390,N/A,-20.168261,139.733956
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Other asset enhancements,Queensland - Outback,N/A,N/A,"1,315",Ongoing,-20.6997,139.483
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Other asset renewals,Queensland - Outback,N/A,N/A,"1,795",Ongoing,-20.6997,139.483
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Lake Julius power pole replacement,Queensland - Outback,"2,718",78,"1,015","1,625",-20.20232,139.71386
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Chlorine dose equipment upgrade,Queensland - Outback,"1,790",819,971,N/A,-20.6997,139.483
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Mount Isa City Council supply - diesel backup,Queensland - Outback,"2,168","1,831",336,N/A,-20.69916,139.483
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Pipeline instrumentation and automation enhancements,Queensland - Outback,"1,074",N/A,74,"1,000",-20.69901,139.48221
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Supervisory Control and Data Acquisition (SCADA) system upgrade,Queensland - Outback,"1,431",N/A,496,935,-20.69901,139.48221
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Col Popple pump station upgrade - planning,Queensland - Outback,342,N/A,342,N/A,-20.60457,139.54243
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Solar systems installation - planning,Queensland - Outback,658,N/A,658,N/A,-20.69901,139.48221
"Regional Development, Manufacturing and Water",Mount Isa Water Board,"Property, Plant and Equipment",,,,Other plant and equipment upgrades,Queensland - Outback,N/A,N/A,511,Ongoing,-20.699542,139.483382
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Other infrastructure improvements - other infrastructure projects,Ipswich,N/A,N/A,"34,778",Ongoing,,
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Somerset Dam improvement project - planning,Ipswich,"51,519","38,442","13,077",N/A,-27.11601,152.55479
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Non-infrastructure capital works,Ipswich,N/A,N/A,"18,565",Ongoing,,
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,South West Pipeline,Logan - Beaudesert,"95,200","93,171","1,087",942,-27.98108,152.99294
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Lake Macdonald Dam improvement project,Sunshine Coast,"427,700","61,059","71,394","295,247",-26.3812,152.9299
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Information and communication technology capital program ,Ipswich,N/A,N/A,"25,834",Ongoing,,
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Mount Crosby East Bank sub-station and enabling works,Ipswich,"35,600","24,918","1,891","8,791",-27.53807,152.79977
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Mount Crosby East Bank sub-station critical electrical infrastructure upgrade,Ipswich,"61,804","18,082","24,210","19,512",-27.53807,152.79977
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Wivenhoe Dam improvement project - planning,Ipswich,"18,245","6,781","11,464",N/A,-27.39456,152.60911
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,North Pine Dam improvement project - planning,Moreton Bay - South,"15,917","7,957","7,960",N/A,-27.2639828,152.9383558
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Toowoomba to Warwick Pipeline,Toowoomba,"273,100","29,289","56,021","187,790",-27.49754,151.91084
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Other infrastructure improvements - water treatment projects,Ipswich,N/A,N/A,"70,646",Ongoing,-27.6166642,152.766663
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Other infrastructure improvements - water storage projects,Ipswich,N/A,N/A,"18,234",Ongoing,-27.6166642,152.766663
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Other infrastructure improvements - water transport projects,Ipswich,N/A,N/A,"22,874",Ongoing,-27.616642,152.766663
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,North Pine Dam staged strengthening project - planning,Moreton Bay - South,"12,964","6,627","6,337",N/A,-27.2639828,152.9383558
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,Gold Coast Desalination Plant augmentation and associated infrastructure - planning,Gold Coast,"38,700","8,200","30,500",N/A,-28.15,153.5
"Regional Development, Manufacturing and Water",Seqwater,"Property, Plant and Equipment",,,,South East Queensland Desalination Plant - planning,Sunshine Coast,"35,459","29,122","6,337",N/A,-26.7182,152.9093
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Non-routine capital works - industrial pipelines,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"2,206",Ongoing,,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Burdekin Moranbah Pipeline - inline storage,Mackay - Isaac - Whitsunday,"4,000",N/A,"4,000",N/A,-21.07203,147.79909
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Non-infrastructure capital works ,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"10,079",Ongoing,,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Non-routine capital works - bulk water infrastructure,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"5,506",Ongoing,,
"Regional Development, Manufacturing and Water",SunWater Limited,"Property, Plant and Equipment",,,,Non-routine capital works - irrigation systems,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"8,635",Ongoing,,
